cpus=64
          <idle>-0     [012]   222.089300: sched_waking:         comm=kcompactd0 pid=471 prio=120 target_cpu=012
          <idle>-0     [012]   222.089307: sched_wakeup:         kcompactd0:471 [120] CPU:012
          <idle>-0     [015]   222.089319: sched_switch:         swapper/15:0 [120] R ==> kcompactd1:472 [120]
      kcompactd1-472   [015]   222.089327: sched_switch:         kcompactd1:472 [120] S ==> swapper/15:0 [120]
          <idle>-0     [012]   222.089329: sched_switch:         swapper/12:0 [120] R ==> kcompactd0:471 [120]
      kcompactd0-471   [012]   222.089338: sched_switch:         kcompactd0:471 [120] S ==> swapper/12:0 [120]
          <idle>-0     [000]   222.201295: sched_waking:         comm=kworker/0:4 pid=686 prio=120 target_cpu=000
          <idle>-0     [000]   222.201301: sched_wakeup:         kworker/0:4:686 [120] CPU:000
          <idle>-0     [000]   222.201321: sched_switch:         swapper/0:0 [120] R ==> kworker/0:4:686 [120]
     kworker/0:4-686   [000]   222.201990: sched_switch:         kworker/0:4:686 [120] W ==> swapper/0:0 [120]
          <idle>-0     [014]   222.403331: sched_waking:         comm=nslcd pid=1642 prio=120 target_cpu=014
          <idle>-0     [008]   222.403333: sched_waking:         comm=nslcd pid=1638 prio=120 target_cpu=008
          <idle>-0     [008]   222.403343: sched_wakeup:         nslcd:1638 [120] CPU:008
          <idle>-0     [014]   222.403347: sched_wakeup:         nslcd:1642 [120] CPU:014
          <idle>-0     [008]   222.403353: sched_switch:         swapper/8:0 [120] R ==> nslcd:1638 [120]
          <idle>-0     [014]   222.403356: sched_switch:         swapper/14:0 [120] R ==> nslcd:1642 [120]
           nslcd-1642  [014]   222.403381: sched_switch:         nslcd:1642 [120] S ==> swapper/14:0 [120]
           nslcd-1638  [008]   222.403392: sched_switch:         nslcd:1638 [120] S ==> swapper/8:0 [120]
          <idle>-0     [000]   222.405276: sched_waking:         comm=kworker/0:4 pid=686 prio=120 target_cpu=000
          <idle>-0     [000]   222.405279: sched_wakeup:         kworker/0:4:686 [120] CPU:000
          <idle>-0     [000]   222.405299: sched_switch:         swapper/0:0 [120] R ==> kworker/0:4:686 [120]
     kworker/0:4-686   [000]   222.405501: sched_switch:         kworker/0:4:686 [120] W ==> swapper/0:0 [120]
          <idle>-0     [013]   222.473297: sched_waking:         comm=kworker/13:1 pid=552 prio=120 target_cpu=013
          <idle>-0     [013]   222.473303: sched_wakeup:         kworker/13:1:552 [120] CPU:013
          <idle>-0     [013]   222.473325: sched_switch:         swapper/13:0 [120] R ==> kworker/13:1:552 [120]
    kworker/13:1-552   [013]   222.473364: sched_switch:         kworker/13:1:552 [120] W ==> swapper/13:0 [120]
          <idle>-0     [012]   222.569320: sched_waking:         comm=kworker/12:1 pid=526 prio=120 target_cpu=012
          <idle>-0     [012]   222.569326: sched_wakeup:         kworker/12:1:526 [120] CPU:012
          <idle>-0     [012]   222.569347: sched_switch:         swapper/12:0 [120] R ==> kworker/12:1:526 [120]
    kworker/12:1-526   [012]   222.569382: sched_switch:         kworker/12:1:526 [120] W ==> swapper/12:0 [120]
          <idle>-0     [012]   222.601292: sched_waking:         comm=kcompactd0 pid=471 prio=120 target_cpu=012
          <idle>-0     [015]   222.601293: sched_waking:         comm=kcompactd1 pid=472 prio=120 target_cpu=015
          <idle>-0     [037]   222.601293: sched_waking:         comm=kworker/37:1 pid=484 prio=120 target_cpu=037
          <idle>-0     [012]   222.601299: sched_wakeup:         kcompactd0:471 [120] CPU:012
          <idle>-0     [015]   222.601300: sched_wakeup:         kcompactd1:472 [120] CPU:015
          <idle>-0     [037]   222.601300: sched_wakeup:         kworker/37:1:484 [120] CPU:037
          <idle>-0     [012]   222.601311: sched_switch:         swapper/12:0 [120] R ==> kcompactd0:471 [120]
          <idle>-0     [037]   222.601314: sched_switch:         swapper/37:0 [120] R ==> kworker/37:1:484 [120]
